ID;Condição;Chutes;Chutes a gol;Posse de bola;Passes;Faltas;Cartões amarelos;Cartões vermelhos;Impedimentos;Escanteios
6612;Mandante;13;0;63%;491;11;2;0;2;8
6612;Visitante;6;0;37%;295;14;2;0;1;7
6615;Mandante;7;0;58%;485;12;3;0;1;4
6615;Visitante;12;0;42%;350;15;3;0;3;7
6617;Mandante;16;0;58%;360;15;1;0;1;2
6617;Visitante;10;0;42%;266;18;2;0;0;5
6618;Mandante;13;0;51%;412;13;1;0;0;6
6618;Visitante;12;0;49%;396;10;1;0;0;4
6619;Mandante;18;0;44%;378;19;1;0;1;3
6619;Visitante;15;0;56%;483;12;2;0;1;2
6625;Mandante;18;0;51%;433;14;2;0;1;7
6625;Visitante;10;0;49%;434;16;1;0;1;4
6622;Mandante;14;0;61%;509;15;0;0;1;6
6622;Visitante;12;0;39%;332;15;2;0;0;5
6621;Mandante;30;0;59%;454;9;1;0;2;8
6621;Visitante;5;0;41%;346;22;2;0;0;0
6626;Mandante;18;0;59%;484;16;0;0;2;8
6626;Visitante;6;0;41%;341;16;2;0;1;4
6620;Mandante;18;0;66%;455;12;3;0;2;4
6620;Visitante;11;0;34%;238;22;6;0;0;9
6623;Mandante;16;0;51%;403;13;1;0;4;5
6623;Visitante;8;0;49%;410;16;3;0;5;5
6624;Mandante;15;0;49%;389;20;3;1;1;8
6624;Visitante;13;0;51%;416;24;5;0;3;2
6627;Mandante;17;0;56%;484;15;2;0;1;8
6627;Visitante;9;0;44%;385;20;4;0;2;3
6628;Mandante;15;0;52%;471;15;2;0;6;8
6628;Visitante;2;0;48%;458;8;1;1;0;0
6632;Mandante;12;0;46%;374;17;3;0;3;8
6632;Visitante;12;0;54%;428;13;3;0;4;6
6633;Mandante;22;0;73%;611;13;3;0;3;11
6633;Visitante;4;0;27%;242;12;2;0;2;3
6629;Mandante;24;0;62%;623;18;4;0;1;7
6629;Visitante;3;0;38%;383;17;4;0;1;0
6635;Mandante;8;0;59%;428;17;7;0;2;5
6635;Visitante;16;0;41%;304;20;5;0;2;5
6634;Mandante;18;0;43%;351;15;4;0;1;6
6634;Visitante;17;0;57%;492;13;0;0;2;3
6630;Mandante;16;0;67%;506;18;2;0;5;13
6630;Visitante;6;0;33%;264;16;1;0;1;0
6631;Mandante;11;0;63%;474;18;4;0;0;9
6631;Visitante;7;0;37%;288;19;5;0;2;4
6636;Mandante;9;0;48%;379;20;3;0;1;4
6636;Visitante;12;0;52%;389;19;5;0;4;8
6637;Mandante;10;0;42%;344;12;3;0;0;6
6637;Visitante;13;0;58%;477;14;2;0;3;6
6638;Mandante;18;0;54%;323;21;3;0;4;11
6638;Visitante;10;0;46%;306;15;3;0;1;4
6639;Mandante;10;0;37%;292;16;3;0;4;6
6639;Visitante;8;0;63%;507;25;4;0;1;4
6640;Mandante;24;0;55%;417;9;2;1;2;11
6640;Visitante;7;0;45%;362;18;3;0;7;4
6644;Mandante;11;0;45%;339;16;1;0;3;3
6644;Visitante;9;0;55%;405;20;2;0;1;7
6642;Mandante;12;0;36%;278;22;5;0;3;3
6642;Visitante;12;0;64%;465;15;2;0;1;9
6641;Mandante;18;0;51%;406;17;2;0;3;5
6641;Visitante;17;0;49%;394;17;5;0;5;6
6646;Mandante;15;0;51%;335;20;3;0;1;6
6646;Visitante;8;0;49%;328;19;3;0;3;2
6645;Mandante;18;0;64%;446;15;1;0;2;10
6645;Visitante;6;0;36%;262;19;3;0;2;0
6643;Mandante;14;0;39%;370;15;3;0;0;5
6643;Visitante;11;0;61%;576;9;0;0;3;2
6647;Mandante;9;0;51%;447;15;2;0;1;2
6647;Visitante;17;0;49%;433;17;2;0;5;8
6648;Mandante;9;0;62%;586;19;1;0;0;1
6648;Visitante;10;0;38%;370;13;2;0;5;3
6649;Mandante;21;0;59%;484;19;4;0;5;10
6649;Visitante;8;0;41%;341;8;3;1;2;5
6650;Mandante;17;0;45%;409;14;1;1;1;6
6650;Visitante;16;0;55%;494;8;1;0;4;6
6655;Mandante;13;0;47%;353;20;2;0;3;4
6655;Visitante;16;0;53%;395;16;3;0;2;7
6657;Mandante;20;0;60%;456;25;2;0;1;10
6657;Visitante;7;0;40%;325;17;2;0;0;3
6654;Mandante;16;0;62%;480;16;4;0;4;9
6654;Visitante;9;0;38%;312;16;2;0;2;1
6658;Mandante;17;0;64%;459;14;2;1;3;11
6658;Visitante;9;0;36%;276;18;1;1;0;4
6653;Mandante;16;0;53%;360;11;0;0;1;7
6653;Visitante;13;0;47%;327;12;2;0;1;4
6656;Mandante;13;0;52%;402;18;2;0;3;6
6656;Visitante;11;0;48%;384;17;1;0;1;3
6651;Mandante;12;0;59%;431;10;2;0;3;9
6651;Visitante;7;0;41%;305;12;1;0;1;5
6652;Mandante;11;0;60%;444;23;4;0;5;5
6652;Visitante;7;0;40%;303;16;3;0;4;2
6659;Mandante;16;0;49%;444;14;1;0;5;7
6659;Visitante;11;0;51%;458;16;4;0;1;2
6665;Mandante;23;0;59%;523;10;2;0;2;12
6665;Visitante;8;0;41%;403;10;1;0;3;2
6660;Mandante;9;0;47%;368;17;0;0;1;4
6660;Visitante;10;0;53%;386;13;1;1;2;8
6663;Mandante;17;0;40%;313;16;2;0;5;5
6663;Visitante;5;0;60%;488;18;1;0;3;3
6664;Mandante;17;0;57%;492;12;3;0;1;15
6664;Visitante;6;0;43%;399;13;4;0;0;3
6661;Mandante;10;0;41%;368;15;2;1;4;4
6661;Visitante;13;0;59%;526;12;1;0;5;5
6662;Mandante;24;0;65%;452;13;2;0;0;4
6662;Visitante;9;0;35%;252;13;0;1;0;5
6666;Mandante;16;0;63%;612;13;0;0;1;3
6666;Visitante;6;0;37%;376;15;1;1;1;4
6667;Mandante;12;0;59%;529;19;3;0;2;8
6667;Visitante;11;0;41%;381;18;4;0;2;2
6668;Mandante;9;0;54%;512;14;0;0;2;2
6668;Visitante;12;0;46%;436;8;0;1;0;5
6669;Mandante;15;0;66%;519;18;3;0;3;8
6669;Visitante;12;0;34%;279;24;5;0;1;2
6670;Mandante;12;0;67%;635;16;1;1;0;9
6670;Visitante;12;0;33%;325;16;4;0;1;1
6676;Mandante;25;0;65%;565;16;2;0;0;9
6676;Visitante;4;0;35%;311;17;2;1;0;1
6671;Mandante;13;0;48%;377;12;0;1;2;4
6671;Visitante;7;0;52%;420;23;2;0;2;2
6675;Mandante;17;0;66%;464;20;0;0;3;8
6675;Visitante;7;0;34%;253;21;1;0;3;1
6677;Mandante;22;0;68%;645;17;4;0;1;9
6677;Visitante;11;0;32%;317;11;3;0;6;1
6672;Mandante;9;0;57%;455;16;2;0;3;7
6672;Visitante;12;0;43%;362;12;0;0;4;6
6673;Mandante;12;0;43%;372;12;1;0;2;5
6673;Visitante;8;0;57%;476;12;1;0;2;4
6678;Mandante;15;0;49%;463;13;1;0;5;3
6678;Visitante;11;0;51%;458;11;1;0;2;5
6674;Mandante;20;0;64%;439;15;2;0;2;7
6674;Visitante;3;0;36%;269;24;5;0;2;1
6679;Mandante;22;0;43%;313;12;1;0;0;4
6679;Visitante;9;0;57%;405;14;2;0;2;6
6681;Mandante;20;0;59%;453;13;2;0;4;4
6681;Visitante;3;0;41%;325;24;3;0;0;2
6682;Mandante;12;0;40%;312;20;3;0;2;4
6682;Visitante;15;0;60%;474;11;1;1;2;5
6680;Mandante;8;0;43%;374;16;2;0;1;5
6680;Visitante;7;0;57%;493;12;3;0;5;7
6684;Mandante;13;0;69%;614;11;2;0;1;10
6684;Visitante;4;0;31%;290;20;5;1;1;3
6685;Mandante;5;0;33%;307;19;1;0;5;3
6685;Visitante;12;0;67%;583;12;5;0;0;8
6689;Mandante;15;0;44%;311;21;4;0;0;6
6689;Visitante;13;0;56%;406;19;3;0;5;5
6687;Mandante;21;0;57%;498;19;4;0;0;4
6687;Visitante;12;0;43%;381;15;3;0;2;8
6686;Mandante;21;0;59%;520;13;1;0;6;8
6686;Visitante;11;0;41%;375;12;2;0;1;3
6688;Mandante;15;0;47%;510;13;2;0;2;3
6688;Visitante;8;0;53%;560;12;2;0;0;3
6683;Mandante;11;0;57%;509;11;2;0;0;5
6683;Visitante;14;0;43%;388;17;2;0;2;6
6694;Mandante;19;0;61%;530;11;1;0;4;6
6694;Visitante;13;0;39%;341;30;3;0;2;6
6690;Mandante;7;0;45%;371;18;4;0;1;11
6690;Visitante;8;0;55%;459;9;3;0;3;2
6697;Mandante;15;0;62%;468;18;1;0;5;2
6697;Visitante;8;0;38%;296;18;2;0;1;2
6696;Mandante;9;0;45%;448;10;2;0;2;6
6696;Visitante;6;0;55%;541;13;1;0;3;3
6692;Mandante;9;0;43%;396;23;4;0;6;2
6692;Visitante;6;0;57%;495;16;4;0;0;8
6691;Mandante;18;0;57%;405;25;2;0;3;8
6691;Visitante;10;0;43%;319;16;2;0;0;2
6693;Mandante;16;0;53%;425;19;3;0;3;11
6693;Visitante;4;0;47%;424;20;3;0;1;1
6695;Mandante;15;0;41%;281;32;2;0;0;2
6695;Visitante;6;0;59%;410;19;2;0;2;0
6699;Mandante;17;0;47%;378;20;6;0;2;9
6699;Visitante;14;0;53%;426;12;3;0;1;6
6698;Mandante;11;0;54%;453;17;2;0;2;4
6698;Visitante;6;0;46%;386;15;2;0;1;4
6702;Mandante;16;0;58%;457;9;2;0;5;7
6702;Visitante;11;0;42%;336;14;3;0;2;1
6703;Mandante;11;0;58%;453;16;3;0;0;6
6703;Visitante;14;0;42%;357;19;3;0;3;2
6700;Mandante;19;0;60%;446;16;0;0;0;13
6700;Visitante;8;0;40%;304;16;1;1;3;4
6704;Mandante;13;0;50%;445;16;0;0;3;5
6704;Visitante;16;0;50%;447;10;0;0;5;5
6701;Mandante;11;0;46%;386;19;0;0;1;1
6701;Visitante;17;0;54%;463;17;2;0;2;5
6705;Mandante;10;0;55%;426;15;2;0;0;3
6705;Visitante;7;0;45%;364;14;4;0;2;3
6706;Mandante;13;0;55%;504;15;2;0;5;3
6706;Visitante;3;0;45%;410;25;2;0;0;2
6708;Mandante;13;0;62%;508;11;1;0;4;7
6708;Visitante;11;0;38%;325;12;0;1;3;5
6709;Mandante;6;0;52%;458;17;2;1;0;1
6709;Visitante;10;0;48%;437;10;1;0;1;4
6707;Mandante;10;0;51%;421;14;2;0;5;7
6707;Visitante;11;0;49%;408;13;2;0;1;8
6712;Mandante;17;0;46%;366;16;1;0;2;5
6712;Visitante;7;0;54%;443;19;1;1;1;2
6710;Mandante;18;0;67%;367;13;4;0;5;11
6710;Visitante;7;0;33%;187;22;3;0;3;8
6713;Mandante;16;0;45%;437;8;2;0;8;4
6713;Visitante;10;0;55%;518;7;2;0;1;4
6711;Mandante;12;0;53%;385;17;3;0;0;4
6711;Visitante;13;0;47%;346;15;2;0;0;7
6714;Mandante;13;0;56%;429;16;1;0;1;3
6714;Visitante;15;0;44%;345;16;4;0;1;2
6718;Mandante;10;0;43%;274;23;4;0;3;4
6718;Visitante;10;0;57%;369;12;2;0;4;3
6715;Mandante;16;0;60%;521;8;0;0;4;9
6715;Visitante;15;0;40%;354;11;0;0;1;4
6716;Mandante;9;0;59%;395;14;3;0;1;4
6716;Visitante;13;0;41%;286;21;3;0;1;4
6719;Mandante;15;0;51%;421;16;2;0;2;9
6719;Visitante;6;0;49%;436;18;3;0;2;3
6717;Mandante;29;0;57%;573;16;2;0;0;9
6717;Visitante;4;0;43%;438;13;3;0;0;4
6723;Mandante;13;0;40%;332;16;2;0;6;5
6723;Visitante;15;0;60%;484;13;4;0;1;8
6720;Mandante;19;0;61%;550;15;1;0;2;6
6720;Visitante;7;0;39%;360;17;2;0;0;5
6722;Mandante;8;0;43%;333;18;0;0;1;5
6722;Visitante;15;0;57%;436;14;3;0;2;6
6725;Mandante;16;0;44%;340;22;3;0;1;6
6725;Visitante;13;0;56%;435;13;1;0;1;2
6726;Mandante;5;0;48%;285;18;4;0;2;2
6726;Visitante;19;0;52%;302;29;3;0;2;7
6724;Mandante;8;0;61%;609;11;2;0;4;4
6724;Visitante;8;0;39%;391;10;1;0;3;4
6727;Mandante;13;0;39%;333;19;0;0;2;4
6727;Visitante;3;0;61%;524;17;2;0;4;4
6721;Mandante;17;0;68%;615;13;1;0;0;9
6721;Visitante;6;0;32%;301;20;7;0;1;1
6728;Mandante;19;0;55%;354;9;1;0;2;10
6728;Visitante;6;0;45%;294;20;3;1;0;7
6729;Mandante;12;0;43%;316;8;1;0;1;3
6729;Visitante;11;0;57%;400;18;4;0;3;3
6730;Mandante;16;0;59%;464;12;0;0;2;7
6730;Visitante;18;0;41%;331;15;2;0;1;5
6731;Mandante;9;0;60%;427;16;0;0;2;7
6731;Visitante;14;0;40%;288;15;1;0;2;9
6732;Mandante;20;0;64%;463;13;2;0;6;13
6732;Visitante;10;0;36%;278;19;3;1;1;2
6736;Mandante;16;0;57%;402;20;2;0;2;3
6736;Visitante;13;0;43%;314;16;2;1;1;6
6737;Mandante;12;0;44%;284;26;3;0;0;5
6737;Visitante;15;0;56%;345;23;2;0;3;8
6734;Mandante;12;0;69%;517;12;0;1;0;5
6734;Visitante;8;0;31%;229;25;2;1;1;4
6733;Mandante;17;0;52%;449;12;0;1;1;2
6733;Visitante;14;0;48%;426;17;4;0;4;2
6735;Mandante;17;0;54%;409;16;2;0;2;4
6735;Visitante;10;0;46%;352;15;3;2;3;3
6738;Mandante;20;0;59%;469;13;2;0;2;11
6738;Visitante;3;0;41%;368;16;3;0;4;1
6739;Mandante;13;0;42%;398;8;0;0;1;5
6739;Visitante;4;0;58%;547;9;0;0;5;2
6740;Mandante;10;0;57%;428;12;2;0;2;3
6740;Visitante;14;0;43%;330;23;3;0;0;1
6741;Mandante;16;0;59%;401;20;3;0;8;9
6741;Visitante;20;0;41%;279;22;2;0;2;2
6744;Mandante;12;0;48%;343;12;0;0;4;7
6744;Visitante;15;0;52%;374;14;1;0;2;6
6747;Mandante;13;0;43%;395;17;1;0;2;6
6747;Visitante;14;0;57%;535;13;1;0;3;4
6742;Mandante;11;0;56%;488;11;1;0;1;7
6742;Visitante;14;0;44%;387;18;2;0;5;5
6743;Mandante;18;0;66%;511;13;5;0;2;9
6743;Visitante;11;0;34%;280;20;3;0;1;3
6746;Mandante;15;0;47%;416;15;2;1;3;7
6746;Visitante;9;0;53%;476;11;2;0;1;2
6745;Mandante;9;0;51%;347;22;2;0;2;8
6745;Visitante;11;0;49%;374;18;2;0;2;3
6748;Mandante;12;0;46%;374;20;4;0;3;6
6748;Visitante;9;0;54%;442;22;3;0;1;2
6749;Mandante;5;0;30%;236;17;0;0;1;4
6749;Visitante;19;0;70%;517;8;1;0;7;11
6750;Mandante;14;0;64%;479;14;3;0;0;2
6750;Visitante;15;0;36%;276;26;3;0;0;2
6751;Mandante;12;0;42%;369;21;3;0;0;3
6751;Visitante;5;0;58%;508;19;4;0;0;4
6757;Mandante;8;0;36%;247;20;1;0;4;4
6757;Visitante;13;0;64%;447;19;1;0;3;5
6756;Mandante;13;0;55%;564;10;1;0;4;5
6756;Visitante;8;0;45%;461;9;1;0;1;5
6754;Mandante;18;0;45%;452;14;2;0;1;5
6754;Visitante;12;0;55%;543;7;1;0;1;5
6755;Mandante;7;0;49%;333;10;0;0;2;4
6755;Visitante;12;0;51%;347;19;0;0;1;2
6758;Mandante;25;0;53%;353;13;2;0;2;9
6758;Visitante;8;0;47%;337;18;2;0;4;2
6753;Mandante;16;0;32%;296;12;1;0;1;5
6753;Visitante;12;0;68%;621;11;3;0;1;2
6752;Mandante;24;0;57%;381;16;1;0;2;8
6752;Visitante;10;0;43%;299;20;2;1;2;4
6759;Mandante;14;0;55%;542;11;4;0;0;5
6759;Visitante;14;0;45%;453;10;3;0;0;0
6760;Mandante;16;0;48%;394;14;3;0;5;4
6760;Visitante;14;0;52%;420;16;3;0;2;4
6762;Mandante;13;0;65%;454;15;3;0;2;12
6762;Visitante;7;0;35%;255;18;1;0;2;6
6763;Mandante;12;0;54%;469;18;3;0;1;0
6763;Visitante;8;0;46%;406;13;2;0;1;5
6764;Mandante;18;0;54%;441;10;2;0;0;7
6764;Visitante;11;0;46%;398;11;2;0;4;7
6765;Mandante;12;0;40%;336;13;1;0;4;5
6765;Visitante;10;0;60%;495;11;0;0;1;10
6761;Mandante;7;0;48%;326;26;3;0;8;3
6761;Visitante;12;0;52%;355;15;2;1;1;3
6769;Mandante;11;0;53%;387;16;3;0;2;6
6769;Visitante;16;0;47%;354;14;1;0;3;2
6766;Mandante;14;0;43%;443;15;3;0;2;4
6766;Visitante;6;0;57%;593;17;2;0;3;1
6768;Mandante;9;0;55%;350;15;1;0;2;6
6768;Visitante;9;0;45%;289;19;3;0;0;4
6767;Mandante;12;0;66%;451;18;2;0;5;3
6767;Visitante;12;0;34%;227;27;4;0;0;3
6778;Mandante;20;0;45%;242;20;4;0;2;7
6778;Visitante;14;0;55%;294;16;2;0;3;6
6772;Mandante;14;0;52%;410;11;3;1;5;5
6772;Visitante;10;0;48%;395;11;3;0;3;5
6776;Mandante;16;0;63%;433;13;0;0;3;4
6776;Visitante;16;0;37%;258;22;4;1;1;4
6773;Mandante;13;0;42%;374;11;0;0;0;5
6773;Visitante;8;0;58%;518;12;2;0;2;6
6775;Mandante;14;0;60%;597;8;0;0;5;5
6775;Visitante;11;0;40%;400;18;2;0;1;2
6777;Mandante;12;0;34%;301;20;3;0;0;4
6777;Visitante;8;0;66%;565;18;2;1;1;6
6771;Mandante;12;0;56%;497;15;1;0;3;5
6771;Visitante;20;0;44%;377;18;2;0;1;3
6774;Mandante;9;0;39%;330;20;1;0;1;1
6774;Visitante;21;0;61%;496;19;1;0;2;6
6770;Mandante;18;0;40%;359;16;2;1;3;7
6770;Visitante;15;0;60%;553;10;0;1;2;3
6779;Mandante;16;0;59%;481;22;2;0;1;10
6779;Visitante;10;0;41%;347;22;2;0;2;3
6782;Mandante;14;0;52%;422;13;1;1;2;5
6782;Visitante;12;0;48%;405;15;3;0;5;4
6781;Mandante;10;0;61%;411;19;5;0;2;3
6781;Visitante;7;0;39%;258;17;4;1;1;10
6780;Mandante;22;0;57%;470;6;3;0;2;12
6780;Visitante;8;0;43%;367;9;2;0;0;4
6788;Mandante;9;0;63%;503;18;1;0;1;3
6788;Visitante;11;0;37%;289;15;6;0;1;5
6786;Mandante;21;0;54%;299;25;1;0;0;5
6786;Visitante;6;0;46%;262;24;2;0;1;2
6784;Mandante;13;0;38%;317;20;1;0;3;5
6784;Visitante;12;0;62%;508;14;0;0;4;7
6785;Mandante;12;0;52%;441;13;3;0;0;4
6785;Visitante;12;0;48%;415;15;4;0;0;8
6783;Mandante;11;0;42%;341;26;3;0;0;4
6783;Visitante;5;0;58%;470;28;3;0;1;4
6787;Mandante;21;0;47%;419;12;3;0;2;3
6787;Visitante;5;0;53%;479;16;4;0;3;4
6789;Mandante;13;0;64%;450;23;5;0;1;7
6789;Visitante;6;0;36%;254;19;6;0;2;3
6797;Mandante;13;0;77%;745;6;0;0;5;9
6797;Visitante;8;0;23%;231;9;1;0;0;2
6792;Mandante;15;0;55%;370;19;1;0;2;7
6792;Visitante;19;0;45%;304;23;1;0;0;7
6793;Mandante;15;0;69%;611;10;2;0;1;10
6793;Visitante;8;0;31%;285;13;3;1;0;5
6798;Mandante;25;0;53%;486;13;1;1;1;13
6798;Visitante;9;0;47%;464;9;1;0;0;1
6794;Mandante;20;0;46%;421;9;2;0;5;6
6794;Visitante;4;0;54%;501;22;4;0;2;5
6799;Mandante;16;0;68%;520;22;5;0;1;6
6799;Visitante;4;0;32%;248;22;2;0;1;2
6791;Mandante;14;0;58%;494;15;2;0;1;6
6791;Visitante;8;0;42%;366;12;5;1;1;4
6795;Mandante;14;0;38%;350;15;1;0;1;7
6795;Visitante;10;0;62%;589;16;6;0;1;2
6796;Mandante;17;0;53%;412;14;0;0;0;13
6796;Visitante;8;0;47%;384;15;1;0;0;4
6800;Mandante;11;3;41%;345;7;2;0;3;4
6800;Visitante;15;4;59%;501;10;3;0;1;6
6801;Mandante;5;2;67%;638;10;2;0;1;1
6801;Visitante;16;2;33%;304;12;2;0;3;7
6805;Mandante;9;5;38%;306;15;1;0;2;5
6805;Visitante;20;7;62%;512;18;5;0;2;8
6804;Mandante;8;5;37%;321;10;0;0;0;5
6804;Visitante;13;3;63%;533;13;1;0;0;5
6803;Mandante;28;9;39%;290;11;0;0;4;14
6803;Visitante;11;5;61%;473;11;0;1;1;3
6808;Mandante;11;6;51%;456;13;0;0;2;4
6808;Visitante;4;0;49%;458;17;2;0;1;2
6802;Mandante;12;2;37%;321;6;0;0;2;7
6802;Visitante;12;1;63%;573;15;2;0;2;4
6807;Mandante;16;10;52%;399;19;0;0;5;3
6807;Visitante;15;5;48%;378;16;2;0;2;2
6806;Mandante;20;9;53%;450;13;2;0;1;6
6806;Visitante;9;0;47%;415;19;5;0;1;4
6809;Mandante;17;7;61%;494;17;1;0;1;6
6809;Visitante;17;9;39%;315;13;2;0;1;6
6812;Mandante;7;3;47%;338;24;6;0;1;3
6812;Visitante;23;11;53%;378;17;4;0;2;4
6811;Mandante;8;0;34%;332;11;2;0;0;4
6811;Visitante;20;11;66%;641;13;1;0;1;7
6810;Mandante;11;4;44%;313;16;1;0;1;3
6810;Visitante;6;1;56%;393;13;1;0;2;4
6818;Mandante;16;10;60%;378;13;4;0;3;10
6818;Visitante;9;3;40%;253;23;1;1;3;5
6817;Mandante;18;1;61%;566;11;2;0;0;5
6817;Visitante;6;4;39%;372;16;3;1;3;3
6815;Mandante;14;3;47%;419;13;0;0;0;3
6815;Visitante;12;4;53%;473;6;1;0;2;4
6816;Mandante;20;3;61%;420;18;0;0;3;12
6816;Visitante;15;5;39%;293;23;6;0;4;5
6814;Mandante;11;6;40%;446;15;1;0;1;1
6814;Visitante;15;3;60%;648;12;0;0;1;6
6813;Mandante;10;5;44%;364;20;3;0;1;5
6813;Visitante;17;5;56%;457;14;3;0;2;7
6819;Mandante;11;4;56%;444;16;1;0;1;5
6819;Visitante;8;0;44%;352;10;2;0;2;6
6822;Mandante;18;7;42%;299;11;2;0;3;3
6822;Visitante;13;6;58%;421;11;3;0;1;7
6821;Mandante;8;5;37%;323;13;3;0;1;9
6821;Visitante;10;1;63%;571;16;1;0;2;3
6820;Mandante;12;3;53%;364;19;3;0;7;9
6820;Visitante;16;8;47%;347;16;3;0;4;6
6824;Mandante;10;7;68%;564;16;2;0;2;6
6824;Visitante;15;5;32%;277;14;2;0;1;6
6823;Mandante;13;6;43%;430;10;1;0;3;5
6823;Visitante;14;4;57%;556;12;0;0;0;5
6827;Mandante;13;1;55%;509;8;2;0;1;9
6827;Visitante;14;2;45%;427;14;3;0;0;6
6826;Mandante;14;5;48%;403;23;2;0;5;5
6826;Visitante;15;8;52%;430;11;0;0;5;9
6828;Mandante;19;10;67%;499;21;3;1;0;12
6828;Visitante;12;6;33%;250;13;1;0;2;6
6825;Mandante;11;4;48%;372;20;1;0;1;2
6825;Visitante;17;10;52%;382;18;1;0;1;11
6829;Mandante;23;4;58%;519;16;1;1;3;6
6829;Visitante;11;3;42%;388;11;0;1;0;0
6831;Mandante;11;5;49%;383;15;3;0;1;6
6831;Visitante;9;2;51%;392;11;2;0;5;6
6832;Mandante;17;6;56%;459;18;0;0;5;5
6832;Visitante;7;2;44%;363;22;5;0;0;2
6830;Mandante;19;4;51%;442;11;0;0;2;9
6830;Visitante;5;0;49%;454;9;1;1;0;1
6834;Mandante;19;2;65%;423;19;2;0;0;11
6834;Visitante;5;1;35%;239;19;2;0;4;2
6835;Mandante;7;1;35%;322;26;4;0;0;2
6835;Visitante;14;3;65%;600;25;4;0;1;5
6833;Mandante;15;5;53%;398;20;2;0;1;7
6833;Visitante;9;3;47%;363;12;4;0;2;6
6838;Mandante;10;5;45%;365;13;2;0;2;7
6838;Visitante;11;3;55%;436;12;5;0;3;7
6837;Mandante;11;2;59%;537;15;2;0;3;6
6837;Visitante;10;0;41%;374;13;3;0;1;5
6836;Mandante;14;5;62%;525;8;1;0;2;4
6836;Visitante;10;4;38%;332;16;3;0;1;5
6839;Mandante;18;8;60%;462;21;0;0;6;7
6839;Visitante;8;3;40%;321;27;2;0;4;4
6840;Mandante;15;7;54%;394;19;3;0;1;10
6840;Visitante;7;1;46%;346;16;3;0;1;4
6841;Mandante;7;4;54%;469;20;3;0;4;2
6841;Visitante;13;3;46%;390;10;1;0;4;10
6843;Mandante;5;3;43%;331;14;4;0;7;2
6843;Visitante;12;4;57%;421;17;3;0;1;8
6844;Mandante;8;3;62%;594;13;4;0;2;7
6844;Visitante;8;2;38%;367;9;2;0;2;2
6842;Mandante;27;9;58%;448;10;0;0;2;14
6842;Visitante;10;6;42%;357;14;3;0;3;1
6845;Mandante;14;5;39%;302;17;2;0;1;3
6845;Visitante;17;7;61%;465;16;2;0;2;8
6846;Mandante;13;7;36%;297;20;1;0;4;8
6846;Visitante;10;4;64%;536;9;2;1;0;3
6849;Mandante;18;9;51%;370;14;1;0;1;10
6849;Visitante;11;3;49%;371;18;1;0;1;6
6848;Mandante;18;7;47%;362;22;4;0;0;5
6848;Visitante;10;7;53%;414;9;3;0;2;1
6847;Mandante;19;5;59%;534;18;4;0;0;5
6847;Visitante;12;4;41%;362;12;2;1;1;6
6850;Mandante;16;6;56%;419;24;4;0;3;6
6850;Visitante;10;3;44%;322;19;2;0;1;3
6851;Mandante;14;4;49%;365;15;0;0;2;3
6851;Visitante;8;3;51%;378;19;1;0;2;3
6852;Mandante;13;6;53%;409;14;4;0;1;5
6852;Visitante;8;4;47%;358;28;3;0;1;5
6856;Mandante;5;3;34%;257;8;2;0;3;1
6856;Visitante;17;7;66%;467;22;4;0;2;6
6853;Mandante;12;2;38%;327;17;2;1;1;4
6853;Visitante;9;3;62%;523;18;1;0;2;9
6858;Mandante;6;3;42%;353;20;3;0;2;4
6858;Visitante;9;1;58%;480;7;2;0;1;4
6854;Mandante;11;6;56%;492;11;1;0;2;3
6854;Visitante;13;4;44%;386;15;1;0;1;0
6855;Mandante;19;9;70%;622;11;3;0;1;7
6855;Visitante;5;3;30%;264;21;4;0;1;2
6857;Mandante;16;2;57%;495;15;1;0;2;7
6857;Visitante;10;5;43%;391;12;0;1;3;4
6859;Mandante;18;5;64%;643;15;0;0;2;11
6859;Visitante;7;3;36%;361;16;1;0;0;4
6863;Mandante;24;3;69%;514;11;2;0;2;12
6863;Visitante;6;2;31%;243;10;4;1;4;6
6862;Mandante;17;5;47%;377;21;3;0;2;7
6862;Visitante;3;1;53%;441;24;6;0;1;2
6860;Mandante;15;3;55%;456;12;1;1;0;2
6860;Visitante;17;8;45%;378;10;1;0;2;7
6861;Mandante;7;3;57%;465;21;1;0;1;5
6861;Visitante;7;1;43%;355;14;1;0;3;1
6866;Mandante;23;5;56%;476;12;2;0;2;5
6866;Visitante;14;3;44%;380;16;2;0;1;4
6867;Mandante;9;5;45%;406;16;1;0;2;10
6867;Visitante;16;6;55%;490;14;3;0;3;7
6864;Mandante;17;10;52%;363;24;3;0;1;3
6864;Visitante;5;2;48%;362;15;2;0;0;5
6865;Mandante;7;3;53%;533;9;0;0;6;6
6865;Visitante;18;2;47%;470;16;1;0;4;7
6868;Mandante;7;1;47%;323;16;1;1;5;5
6868;Visitante;10;3;53%;367;14;4;1;2;6
6869;Mandante;12;2;51%;494;12;4;0;2;3
6869;Visitante;12;4;49%;505;17;3;0;1;2
6871;Mandante;24;6;66%;601;16;1;0;0;11
6871;Visitante;9;3;34%;332;15;5;0;0;0
6872;Mandante;16;5;49%;399;20;4;0;0;4
6872;Visitante;11;4;51%;415;22;1;0;0;6
6870;Mandante;13;4;58%;560;17;3;0;2;5
6870;Visitante;9;2;42%;423;13;4;0;3;2
6873;Mandante;13;5;45%;339;18;2;0;3;10
6873;Visitante;5;0;55%;434;13;3;0;5;4
